claim_id,provider,case_id,chart,section,claim_text,claim_type,operator,value_expected,period,evidence_span,verifiability,needs_human_review,verification_status,verification_reason,gt_source,gt_values_count,gt_category_count,gt_series_count,gt_min,gt_max,gt_mean,gt_median,gt_std_dev,matched_values
openai_03715_5793,openai,03715,Daily evolution of share price (€) (03715),relevant_patterns_trends_and_comparisons,"Differences between opening and closing prices are generally small, but a few days stand out",other,,,,"Differences between opening and closing prices are generally small, but a few days stand out",low,True,insufficient_data,no_numeric_values_in_claim,"{'table': 'charts.json', 'stats': 'numeric_summary.global_stats'}",20,0,0,71.3,72.3,71.73,71.65,0.284882,
openai_03715_5794,openai,03715,Daily evolution of share price (€) (03715),relevant_patterns_trends_and_comparisons,"The largest opening-to-closing drop occurs on 13 January, when the price opens at 73.58 euros and closes at 71.6 euros, a decrease of 1.98 euros",trend,,13|73.58|71.6|1.98,,"The largest opening-to-closing drop occurs on 13 January, when the price opens at 73.58 euros and closes at 71.6 euros, a decrease of 1.98 euros",medium,True,contradicted,some_numeric_values_not_found,"{'table': 'charts.json', 'stats': 'numeric_summary.global_stats'}",20,0,0,71.3,72.3,71.73,71.65,0.284882,71.6
openai_03715_5795,openai,03715,Daily evolution of share price (€) (03715),relevant_patterns_trends_and_comparisons,"The largest opening-to-closing rise occurs on 2 January, when the price opens at 69.98 euros and closes at 71.9 euros, an increase of 1.92 euros",trend,,2|69.98|71.9|1.92,,"The largest opening-to-closing rise occurs on 2 January, when the price opens at 69.98 euros and closes at 71.9 euros, an increase of 1.92 euros",medium,True,contradicted,some_numeric_values_not_found,"{'table': 'charts.json', 'stats': 'numeric_summary.global_stats'}",20,0,0,71.3,72.3,71.73,71.65,0.284882,71.9
openai_03715_5796,openai,03715,Daily evolution of share price (€) (03715),essential_key_details,"The maximum closing price is 72.3 euros on 6 January, and the minimum closing price is 71.3 euros on 11 January",extreme,max,72.3|6|71.3|11,,"The maximum closing price is 72.3 euros on 6 January, and the minimum closing price is 71.3 euros on 11 January",high,False,supported,checked_against_groundtruth_max,"{'table': 'charts.json', 'stats': 'numeric_summary.global_stats'}",20,0,0,71.3,72.3,71.73,71.65,0.284882,72.3|71.3
openai_03715_5797,openai,03715,Daily evolution of share price (€) (03715),essential_key_details,The closing-price range is therefore 1.0 euro,value,,1.0,,The closing-price range is therefore 1.0 euro,high,False,supported,all_numeric_values_matched,"{'table': 'charts.json', 'stats': 'numeric_summary.global_stats'}",20,0,0,71.3,72.3,71.73,71.65,0.284882,1.0
openai_03715_5798,openai,03715,Daily evolution of share price (€) (03715),essential_key_details,"The average closing price is 71.73 euros, and the median is 71.65 euros, confirming that the series is centered very tightly around the low 71 to low 72 euro range",value,,71.73|71.65|71|72,,"The average closing price is 71.73 euros, and the median is 71.65 euros, confirming that the series is centered very tightly around the low 71 to low 72 euro range",high,False,contradicted,some_numeric_values_not_found,"{'table': 'charts.json', 'stats': 'numeric_summary.global_stats'}",20,0,0,71.3,72.3,71.73,71.65,0.284882,71.73|71.65
openai_03715_5799,openai,03715,Daily evolution of share price (€) (03715),essential_key_details,"Looking at the full daily trading extremes rather than only closes, the highest intraday price is 76.67 euros on 1 January, and the lowest intraday price is 66.74 euros on 20 January",extreme,max,76.67|1|66.74|20,,"Looking at the full daily trading extremes rather than only closes, the highest intraday price is 76.67 euros on 1 January, and the lowest intraday price is 66.74 euros on 20 January",high,False,insufficient_data,composite_extreme_not_fully_checkable,"{'table': 'charts.json', 'stats': 'numeric_summary.global_stats'}",20,0,0,71.3,72.3,71.73,71.65,0.284882,1.0|20.0
openai_03715_5800,openai,03715,Daily evolution of share price (€) (03715),essential_key_details,These wider intraday highs and lows show that prices moved more within individual days than the closing prices alone suggest,other,,,,These wider intraday highs and lows show that prices moved more within individual days than the closing prices alone suggest,low,True,insufficient_data,no_numeric_values_in_claim,"{'table': 'charts.json', 'stats': 'numeric_summary.global_stats'}",20,0,0,71.3,72.3,71.73,71.65,0.284882,
openai_03719_5801,openai,03719,Daily evolution of share price (€) (03719),overview_and_main_message,This chart is a stock-style chart showing the daily evolution of a share price in euros from 1 January 2024 to 19 January 2024,proportion,,1|2024|19|2024,2024|2024,This chart is a stock-style chart showing the daily evolution of a share price in euros from 1 January 2024 to 19 January 2024,high,False,contradicted,some_numeric_values_not_found,"{'table': 'charts.json', 'stats': 'numeric_summary.global_stats'}",19,0,0,71.3,72.3,71.773684,71.6,0.346157,1.0|19.0
openai_03719_5802,openai,03719,Daily evolution of share price (€) (03719),overview_and_main_message,"Its main message is that the share price remained very stable over the period, with closing prices moving within a narrow band of just 1 euro",proportion,,1,,"Its main message is that the share price remained very stable over the period, with closing prices moving within a narrow band of just 1 euro",high,False,supported,all_numeric_values_matched,"{'table': 'charts.json', 'stats': 'numeric_summary.global_stats'}",19,0,0,71.3,72.3,71.773684,71.6,0.346157,1.0
openai_03719_5803,openai,03719,Daily evolution of share price (€) (03719),overview_and_main_message,"Day-to-day changes were small, and there is only a slight overall downward tendency in the closing price series",other,,,,"Day-to-day changes were small, and there is only a slight overall downward tendency in the closing price series",low,True,insufficient_data,no_numeric_values_in_claim,"{'table': 'charts.json', 'stats': 'numeric_summary.global_stats'}",19,0,0,71.3,72.3,71.773684,71.6,0.346157,
openai_03719_5804,openai,03719,Daily evolution of share price (€) (03719),chart_structure,"It represents daily share-price activity for each date, including opening price, highest price, lowest price, and closing price, with volume also included in the underlying data",extreme,max,,,"It represents daily share-price activity for each date, including opening price, highest price, lowest price, and closing price, with volume also included in the underlying data",medium,True,insufficient_data,no_numeric_values_in_claim,"{'table': 'charts.json', 'stats': 'numeric_summary.global_stats'}",19,0,0,71.3,72.3,71.773684,71.6,0.346157,
openai_03719_5805,openai,03719,Daily evolution of share price (€) (03719),chart_structure,"The horizontal axis represents Date, covering 19 daily observations from 2024-01-01 to 2024-01-19",value,,19|2024|-01|-01|2024|-01|-19,2024|2024,"The horizontal axis represents Date, covering 19 daily observations from 2024-01-01 to 2024-01-19",high,False,contradicted,some_numeric_values_not_found,"{'table': 'charts.json', 'stats': 'numeric_summary.global_stats'}",19,0,0,71.3,72.3,71.773684,71.6,0.346157,19.0
openai_03719_5806,openai,03719,Daily evolution of share price (€) (03719),chart_structure,"The vertical axis represents Share price in euros, and the displayed closing-price scale runs from 71.3 € to 72.3 €",proportion,,71.3|72.3,,"The vertical axis represents Share price in euros, and the displayed closing-price scale runs from 71.3 € to 72.3 €",high,False,supported,all_numeric_values_matched,"{'table': 'charts.json', 'stats': 'numeric_summary.global_stats'}",19,0,0,71.3,72.3,71.773684,71.6,0.346157,71.3|72.3
openai_03719_5807,openai,03719,Daily evolution of share price (€) (03719),chart_structure,This allows comparison between how the share opened and closed each day and how far prices moved within the day,proportion,,,,This allows comparison between how the share opened and closed each day and how far prices moved within the day,medium,True,insufficient_data,no_numeric_values_in_claim,"{'table': 'charts.json', 'stats': 'numeric_summary.global_stats'}",19,0,0,71.3,72.3,71.773684,71.6,0.346157,
openai_03719_5808,openai,03719,Daily evolution of share price (€) (03719),relevant_patterns_trends_and_comparisons,"Across all 19 days, the closing price stays between 71.3 € and 72.3 €, indicating low volatility in the final daily price despite wider intraday highs and lows",value,,19|71.3|72.3,,"Across all 19 days, the closing price stays between 71.3 € and 72.3 €, indicating low volatility in the final daily price despite wider intraday highs and lows",high,False,supported,all_numeric_values_matched,"{'table': 'charts.json', 'stats': 'numeric_summary.global_stats'}",19,0,0,71.3,72.3,71.773684,71.6,0.346157,19.0|71.3|72.3
openai_03719_5809,openai,03719,Daily evolution of share price (€) (03719),relevant_patterns_trends_and_comparisons,The second main pattern is that opening-to-closing differences are generally small,ranking,,,,The second main pattern is that opening-to-closing differences are generally small,medium,True,insufficient_data,no_numeric_values_in_claim,"{'table': 'charts.json', 'stats': 'numeric_summary.global_stats'}",19,0,0,71.3,72.3,71.773684,71.6,0.346157,
openai_03719_5810,openai,03719,Daily evolution of share price (€) (03719),relevant_patterns_trends_and_comparisons,"Some days close slightly above the opening, such as 2024-01-07, while others close below it, such as 2024-01-08, but these differences do not indicate a sustained rise or fall across the period",value,>,2024|-01|-07.|2024|-01|-08.,2024|2024,"Some days close slightly above the opening, such as 2024-01-07, while others close below it, such as 2024-01-08, but these differences do not indicate a sustained rise or fall across the period",high,False,contradicted,some_numeric_values_not_found,"{'table': 'charts.json', 'stats': 'numeric_summary.global_stats'}",19,0,0,71.3,72.3,71.773684,71.6,0.346157,
openai_03719_5811,openai,03719,Daily evolution of share price (€) (03719),relevant_patterns_trends_and_comparisons,"The average closing price is about 71.77 €, and the reported linear trend is slightly negative, showing that the period ends near the same level at which it began, but with a small downward tendency rather than clear growth",value,,71.77,,"The average closing price is about 71.77 €, and the reported linear trend is slightly negative, showing that the period ends near the same level at which it began, but with a small downward tendency rather than clear growth",high,False,supported,all_numeric_values_matched,"{'table': 'charts.json', 'stats': 'numeric_summary.global_stats'}",19,0,0,71.3,72.3,71.773684,71.6,0.346157,71.77
openai_03719_5812,openai,03719,Daily evolution of share price (€) (03719),essential_key_details,The maximum closing price is 72.3 € on 2024-01-17,extreme,max,72.3|2024|-01|-17,2024,The maximum closing price is 72.3 € on 2024-01-17,high,False,supported,checked_against_groundtruth_max,"{'table': 'charts.json', 'stats': 'numeric_summary.global_stats'}",19,0,0,71.3,72.3,71.773684,71.6,0.346157,72.3
openai_03719_5813,openai,03719,Daily evolution of share price (€) (03719),essential_key_details,"The minimum closing price is 71.3 €, reached on 2024-01-13 and again on 2024-01-18",extreme,min,71.3|2024|-01|-13|2024|-01|-18,2024|2024,"The minimum closing price is 71.3 €, reached on 2024-01-13 and again on 2024-01-18",high,False,supported,checked_against_groundtruth_min,"{'table': 'charts.json', 'stats': 'numeric_summary.global_stats'}",19,0,0,71.3,72.3,71.773684,71.6,0.346157,71.3
openai_03719_5814,openai,03719,Daily evolution of share price (€) (03719),essential_key_details,"The average closing price over the full period is 71.77 €, and the median is 71.6 €",value,,71.77|71.6,,"The average closing price over the full period is 71.77 €, and the median is 71.6 €",high,False,supported,all_numeric_values_matched,"{'table': 'charts.json', 'stats': 'numeric_summary.global_stats'}",19,0,0,71.3,72.3,71.773684,71.6,0.346157,71.77|71.6
openai_03719_5815,openai,03719,Daily evolution of share price (€) (03719),essential_key_details,"Looking beyond closing prices to the full daily range, the highest intraday price is 75.95 € on 2024-01-05, and the lowest intraday price is 66.85 € on 2024-01-03",extreme,max,75.95|2024|-01|-05.|66.85|2024|-01|-03,2024|2024,"Looking beyond closing prices to the full daily range, the highest intraday price is 75.95 € on 2024-01-05, and the lowest intraday price is 66.85 € on 2024-01-03",high,False,contradicted,checked_against_groundtruth_max,"{'table': 'charts.json', 'stats': 'numeric_summary.global_stats'}",19,0,0,71.3,72.3,71.773684,71.6,0.346157,
openai_03719_5816,openai,03719,Daily evolution of share price (€) (03719),essential_key_details,"The largest opening-to-closing increase occurs on 2024-01-07, when the price opens at 70.89 € and closes at 72.2 €, a rise of 1.31 €",trend,,2024|-01|-07.|70.89|72.2|1.31,2024,"The largest opening-to-closing increase occurs on 2024-01-07, when the price opens at 70.89 € and closes at 72.2 €, a rise of 1.31 €",high,False,contradicted,some_numeric_values_not_found,"{'table': 'charts.json', 'stats': 'numeric_summary.global_stats'}",19,0,0,71.3,72.3,71.773684,71.6,0.346157,72.2
openai_03719_5817,openai,03719,Daily evolution of share price (€) (03719),essential_key_details,"The largest opening-to-closing decrease occurs on 2024-01-08, when the price opens at 73.59 € and closes at 71.8 €, a fall of 1.79 €",trend,,2024|-01|-08.|73.59|71.8|1.79,2024,"The largest opening-to-closing decrease occurs on 2024-01-08, when the price opens at 73.59 € and closes at 71.8 €, a fall of 1.79 €",high,False,contradicted,some_numeric_values_not_found,"{'table': 'charts.json', 'stats': 'numeric_summary.global_stats'}",19,0,0,71.3,72.3,71.773684,71.6,0.346157,71.8
openai_03728_5818,openai,03728,Daily evolution of gas futures price (€/mwh) (03728),overview_and_main_message,This chart is an Open-High-Low-Close stock chart showing the daily evolution of gas futures prices in euros per megawatt-hour from 1 January 2024 to 20 January 2024,value,,1|2024|20|2024,2024|2024,This chart is an Open-High-Low-Close stock chart showing the daily evolution of gas futures prices in euros per megawatt-hour from 1 January 2024 to 20 January 2024,high,False,contradicted,some_numeric_values_not_found,"{'table': 'charts.json', 'stats': 'numeric_summary.global_stats'}",20,0,0,71.4,72.3,71.88,71.9,0.328634,1.0|20.0
openai_03728_5819,openai,03728,Daily evolution of gas futures price (€/mwh) (03728),overview_and_main_message,"Although each day includes a wider intraday high-low range, the closing prices stayed concentrated around about 72 €/MWh",value,,72,,"Although each day includes a wider intraday high-low range, the closing prices stayed concentrated around about 72 €/MWh",high,False,supported,all_numeric_values_matched,"{'table': 'charts.json', 'stats': 'numeric_summary.global_stats'}",20,0,0,71.4,72.3,71.88,71.9,0.328634,72.0
openai_03728_5820,openai,03728,Daily evolution of gas futures price (€/mwh) (03728),chart_structure,"For each date, it represents four daily price values: opening price, highest price, lowest price, and closing price for gas futures",extreme,max,,,"For each date, it represents four daily price values: opening price, highest price, lowest price, and closing price for gas futures",medium,True,insufficient_data,no_numeric_values_in_claim,"{'table': 'charts.json', 'stats': 'numeric_summary.global_stats'}",20,0,0,71.4,72.3,71.88,71.9,0.328634,
openai_03728_5821,openai,03728,Daily evolution of gas futures price (€/mwh) (03728),chart_structure,"The X axis represents Date, covering 20 daily observations from 2024-01-01 to 2024-01-20",value,,20|2024|-01|-01|2024|-01|-20,2024|2024,"The X axis represents Date, covering 20 daily observations from 2024-01-01 to 2024-01-20",high,False,contradicted,some_numeric_values_not_found,"{'table': 'charts.json', 'stats': 'numeric_summary.global_stats'}",20,0,0,71.4,72.3,71.88,71.9,0.328634,20.0
openai_03728_5822,openai,03728,Daily evolution of gas futures price (€/mwh) (03728),chart_structure,"In the plotted axis scale for the closing values, the range runs from 71.4 to 72.3 €/MWh",value,,71.4|72.3,,"In the plotted axis scale for the closing values, the range runs from 71.4 to 72.3 €/MWh",high,False,supported,all_numeric_values_matched,"{'table': 'charts.json', 'stats': 'numeric_summary.global_stats'}",20,0,0,71.4,72.3,71.88,71.9,0.328634,71.4|72.3
openai_03728_5823,openai,03728,Daily evolution of gas futures price (€/mwh) (03728),relevant_patterns_trends_and_comparisons,"Over all 20 days, closing values vary by only 0.9 €/MWh, from 71.4 to 72.3, which is consistent with low volatility in the closing series",value,,20|0.9|71.4|72.3,,"Over all 20 days, closing values vary by only 0.9 €/MWh, from 71.4 to 72.3, which is consistent with low volatility in the closing series",high,False,supported,all_numeric_values_matched,"{'table': 'charts.json', 'stats': 'numeric_summary.global_stats'}",20,0,0,71.4,72.3,71.88,71.9,0.328634,20.0|0.9|71.4|72.3
openai_03728_5824,openai,03728,Daily evolution of gas futures price (€/mwh) (03728),relevant_patterns_trends_and_comparisons,"The chart begins with a closing price of 71.8 €/MWh on 1 January and ends at 71.7 €/MWh on 20 January, with only small day-to-day changes in between",value,,71.8|1|71.7|20,,"The chart begins with a closing price of 71.8 €/MWh on 1 January and ends at 71.7 €/MWh on 20 January, with only small day-to-day changes in between",high,False,supported,all_numeric_values_matched,"{'table': 'charts.json', 'stats': 'numeric_summary.global_stats'}",20,0,0,71.4,72.3,71.88,71.9,0.328634,71.8|1.0|71.7|20.0
openai_03728_5825,openai,03728,Daily evolution of gas futures price (€/mwh) (03728),relevant_patterns_trends_and_comparisons,"While closings remain tightly grouped near 72 €/MWh, daily lows fall well below that level and daily highs rise above it, indicating modest within-day movement without a major change in the closing trend",value,>,72,,"While closings remain tightly grouped near 72 €/MWh, daily lows fall well below that level and daily highs rise above it, indicating modest within-day movement without a major change in the closing trend",high,False,supported,all_numeric_values_matched,"{'table': 'charts.json', 'stats': 'numeric_summary.global_stats'}",20,0,0,71.4,72.3,71.88,71.9,0.328634,72.0
openai_03728_5826,openai,03728,Daily evolution of gas futures price (€/mwh) (03728),essential_key_details,"The average closing price is 71.88 €/MWh, with a median of 71.9 €/MWh, confirming that the series is centered very close to 72 €/MWh",value,,71.88|71.9|72,,"The average closing price is 71.88 €/MWh, with a median of 71.9 €/MWh, confirming that the series is centered very close to 72 €/MWh",high,False,supported,all_numeric_values_matched,"{'table': 'charts.json', 'stats': 'numeric_summary.global_stats'}",20,0,0,71.4,72.3,71.88,71.9,0.328634,71.88|71.9|72.0
openai_03728_5827,openai,03728,Daily evolution of gas futures price (€/mwh) (03728),essential_key_details,"The maximum closing price is 72.3 €/MWh, reached on 2 January, 3 January, and 8 January",extreme,max,72.3|2|3|8,,"The maximum closing price is 72.3 €/MWh, reached on 2 January, 3 January, and 8 January",high,False,supported,checked_against_groundtruth_max,"{'table': 'charts.json', 'stats': 'numeric_summary.global_stats'}",20,0,0,71.4,72.3,71.88,71.9,0.328634,72.3
openai_03728_5828,openai,03728,Daily evolution of gas futures price (€/mwh) (03728),essential_key_details,"The minimum closing price is 71.4 €/MWh, recorded on 5 January, 16 January, and 18 January",extreme,min,71.4|5|16|18,,"The minimum closing price is 71.4 €/MWh, recorded on 5 January, 16 January, and 18 January",high,False,supported,checked_against_groundtruth_min,"{'table': 'charts.json', 'stats': 'numeric_summary.global_stats'}",20,0,0,71.4,72.3,71.88,71.9,0.328634,71.4
openai_03728_5829,openai,03728,Daily evolution of gas futures price (€/mwh) (03728),essential_key_details,"Considering all daily price points, not just closings, the highest intraday value is 76.04 €/MWh on 5 January, and the lowest intraday value is 66.91 €/MWh on 7 January",extreme,max,76.04|5|66.91|7,,"Considering all daily price points, not just closings, the highest intraday value is 76.04 €/MWh on 5 January, and the lowest intraday value is 66.91 €/MWh on 7 January",high,False,contradicted,checked_against_groundtruth_max,"{'table': 'charts.json', 'stats': 'numeric_summary.global_stats'}",20,0,0,71.4,72.3,71.88,71.9,0.328634,
openai_03728_5830,openai,03728,Daily evolution of gas futures price (€/mwh) (03728),essential_key_details,"These extremes show that daily trading moved more than the closing series alone suggests, but the chart’s overall message remains one of relatively steady gas futures prices during this 20-day period",comparison,>,20,,"These extremes show that daily trading moved more than the closing series alone suggests, but the chart’s overall message remains one of relatively steady gas futures prices during this 20-day period",high,False,supported,all_numeric_values_matched,"{'table': 'charts.json', 'stats': 'numeric_summary.global_stats'}",20,0,0,71.4,72.3,71.88,71.9,0.328634,20.0
openai_03729_5831,openai,03729,Daily evolution of share price (€) (03729),overview_and_main_message,This chart is a stock chart showing the daily evolution of a share price in euros from 1 January 2024 to 20 January 2024,proportion,,1|2024|20|2024,2024|2024,This chart is a stock chart showing the daily evolution of a share price in euros from 1 January 2024 to 20 January 2024,high,False,contradicted,some_numeric_values_not_found,"{'table': 'charts.json', 'stats': 'numeric_summary.global_stats'}",20,0,0,71.3,72.3,71.8,71.85,0.307794,1.0|20.0
openai_03729_5832,openai,03729,Daily evolution of share price (€) (03729),overview_and_main_message,"Its main message is that the share price remains highly stable over the period, with very low day-to-day variation in closing values and only a slight overall downward tendency",proportion,,,,"Its main message is that the share price remains highly stable over the period, with very low day-to-day variation in closing values and only a slight overall downward tendency",medium,True,insufficient_data,no_numeric_values_in_claim,"{'table': 'charts.json', 'stats': 'numeric_summary.global_stats'}",20,0,0,71.3,72.3,71.8,71.85,0.307794,
openai_03729_5833,openai,03729,Daily evolution of share price (€) (03729),overview_and_main_message,"Despite some wider intraday highs and lows, the closing price stays concentrated in a narrow band around 71.8 euros",value,,71.8,,"Despite some wider intraday highs and lows, the closing price stays concentrated in a narrow band around 71.8 euros",high,False,supported,all_numeric_values_matched,"{'table': 'charts.json', 'stats': 'numeric_summary.global_stats'}",20,0,0,71.3,72.3,71.8,71.85,0.307794,71.8
openai_03729_5834,openai,03729,Daily evolution of share price (€) (03729),chart_structure,"The chart type is an Open-High-Low-Close financial stock chart, used to track daily price movement for a share",proportion,,,,"The chart type is an Open-High-Low-Close financial stock chart, used to track daily price movement for a share",medium,True,insufficient_data,no_numeric_values_in_claim,"{'table': 'charts.json', 'stats': 'numeric_summary.global_stats'}",20,0,0,71.3,72.3,71.8,71.85,0.307794,
openai_03729_5835,openai,03729,Daily evolution of share price (€) (03729),chart_structure,"The variables represented are date and share price in euros, with each day including opening, highest, lowest, and closing prices",extreme,max,,,"The variables represented are date and share price in euros, with each day including opening, highest, lowest, and closing prices",medium,True,insufficient_data,no_numeric_values_in_claim,"{'table': 'charts.json', 'stats': 'numeric_summary.global_stats'}",20,0,0,71.3,72.3,71.8,71.85,0.307794,
openai_03729_5836,openai,03729,Daily evolution of share price (€) (03729),chart_structure,"The X-axis represents Date, covering 20 daily categories from 2024-01-01 to 2024-01-20",value,,20|2024|-01|-01|2024|-01|-20,2024|2024,"The X-axis represents Date, covering 20 daily categories from 2024-01-01 to 2024-01-20",high,False,contradicted,some_numeric_values_not_found,"{'table': 'charts.json', 'stats': 'numeric_summary.global_stats'}",20,0,0,71.3,72.3,71.8,71.85,0.307794,20.0
openai_03729_5837,openai,03729,Daily evolution of share price (€) (03729),chart_structure,"The Y-axis represents Share price (€), based on the closing price values, with a displayed range from 71.3 to 72.3 euros",proportion,,71.3|72.3,,"The Y-axis represents Share price (€), based on the closing price values, with a displayed range from 71.3 to 72.3 euros",high,False,supported,all_numeric_values_matched,"{'table': 'charts.json', 'stats': 'numeric_summary.global_stats'}",20,0,0,71.3,72.3,71.8,71.85,0.307794,71.3|72.3
openai_03729_5838,openai,03729,Daily evolution of share price (€) (03729),relevant_patterns_trends_and_comparisons,"Closing prices vary within only 1.0 euro across the full period, from 71.3 to 72.3 euros, indicating low volatility in the values emphasized by the chart",value,,1.0|71.3|72.3,,"Closing prices vary within only 1.0 euro across the full period, from 71.3 to 72.3 euros, indicating low volatility in the values emphasized by the chart",high,False,supported,all_numeric_values_matched,"{'table': 'charts.json', 'stats': 'numeric_summary.global_stats'}",20,0,0,71.3,72.3,71.8,71.85,0.307794,1.0|71.3|72.3
openai_03729_5839,openai,03729,Daily evolution of share price (€) (03729),relevant_patterns_trends_and_comparisons,The series starts at 71.9 euros on 1 January and ends slightly lower at 71.4 euros on 20 January,value,,71.9|1|71.4|20,,The series starts at 71.9 euros on 1 January and ends slightly lower at 71.4 euros on 20 January,high,False,supported,all_numeric_values_matched,"{'table': 'charts.json', 'stats': 'numeric_summary.global_stats'}",20,0,0,71.3,72.3,71.8,71.85,0.307794,71.9|1.0|71.4|20.0
openai_03729_5840,openai,03729,Daily evolution of share price (€) (03729),relevant_patterns_trends_and_comparisons,A third pattern is that most closing values cluster tightly around the average,ranking,,,,A third pattern is that most closing values cluster tightly around the average,medium,True,insufficient_data,no_numeric_values_in_claim,"{'table': 'charts.json', 'stats': 'numeric_summary.global_stats'}",20,0,0,71.3,72.3,71.8,71.85,0.307794,
openai_03729_5841,openai,03729,Daily evolution of share price (€) (03729),relevant_patterns_trends_and_comparisons,"Many days close between 71.5 and 72.0 euros, and the median of 71.85 euros is very close to the mean of 71.8 euros, reinforcing the impression of a steady price with only small fluctuations",value,,71.5|72.0|71.85|71.8,,"Many days close between 71.5 and 72.0 euros, and the median of 71.85 euros is very close to the mean of 71.8 euros, reinforcing the impression of a steady price with only small fluctuations",high,False,contradicted,some_numeric_values_not_found,"{'table': 'charts.json', 'stats': 'numeric_summary.global_stats'}",20,0,0,71.3,72.3,71.8,71.85,0.307794,72.0|71.85|71.8
openai_03729_5842,openai,03729,Daily evolution of share price (€) (03729),essential_key_details,"The maximum closing price is 72.3 euros, reached on 3 January and 4 January",extreme,max,72.3|3|4,,"The maximum closing price is 72.3 euros, reached on 3 January and 4 January",high,False,supported,checked_against_groundtruth_max,"{'table': 'charts.json', 'stats': 'numeric_summary.global_stats'}",20,0,0,71.3,72.3,71.8,71.85,0.307794,72.3
openai_03729_5843,openai,03729,Daily evolution of share price (€) (03729),essential_key_details,"The minimum closing price is 71.3 euros, reached on 6 January",extreme,min,71.3|6,,"The minimum closing price is 71.3 euros, reached on 6 January",high,False,supported,checked_against_groundtruth_min,"{'table': 'charts.json', 'stats': 'numeric_summary.global_stats'}",20,0,0,71.3,72.3,71.8,71.85,0.307794,71.3
openai_03729_5844,openai,03729,Daily evolution of share price (€) (03729),essential_key_details,"The average closing price over the 20 days is 71.8 euros, with a median of 71.85 euros",value,,20|71.8|71.85,,"The average closing price over the 20 days is 71.8 euros, with a median of 71.85 euros",high,False,supported,all_numeric_values_matched,"{'table': 'charts.json', 'stats': 'numeric_summary.global_stats'}",20,0,0,71.3,72.3,71.8,71.85,0.307794,20.0|71.8|71.85
openai_03729_5845,openai,03729,Daily evolution of share price (€) (03729),essential_key_details,"The highest intraday price in the period is 76.42 euros on 6 January, and the lowest intraday price is 67.26 euros on 12 January",extreme,max,76.42|6|67.26|12,,"The highest intraday price in the period is 76.42 euros on 6 January, and the lowest intraday price is 67.26 euros on 12 January",high,False,contradicted,checked_against_groundtruth_max,"{'table': 'charts.json', 'stats': 'numeric_summary.global_stats'}",20,0,0,71.3,72.3,71.8,71.85,0.307794,
openai_03729_5846,openai,03729,Daily evolution of share price (€) (03729),essential_key_details,"Even so, those wider daily ranges do not translate into major changes in closing price, which remains consistently near 72 euros throughout the period",value,,72,,"Even so, those wider daily ranges do not translate into major changes in closing price, which remains consistently near 72 euros throughout the period",high,False,supported,all_numeric_values_matched,"{'table': 'charts.json', 'stats': 'numeric_summary.global_stats'}",20,0,0,71.3,72.3,71.8,71.85,0.307794,72.0
openai_03752_5847,openai,03752,Daily evolution of gas futures price (€/mwh) (03752),overview_and_main_message,This chart shows the daily evolution of gas futures prices in euros per megawatt-hour from 1 January to 13 January 2024,value,,1|13|2024,2024,This chart shows the daily evolution of gas futures prices in euros per megawatt-hour from 1 January to 13 January 2024,high,False,contradicted,some_numeric_values_not_found,"{'table': 'charts.json', 'stats': 'numeric_summary.global_stats'}",13,0,0,71.4,72.3,71.961538,72.0,0.325419,1.0|13.0
openai_03752_5848,openai,03752,Daily evolution of gas futures price (€/mwh) (03752),overview_and_main_message,"Its main message is that closing prices were very stable over the whole period, moving within a narrow band of less than 1 euro per MWh",comparison,<,1,,"Its main message is that closing prices were very stable over the whole period, moving within a narrow band of less than 1 euro per MWh",high,False,supported,all_numeric_values_matched,"{'table': 'charts.json', 'stats': 'numeric_summary.global_stats'}",13,0,0,71.4,72.3,71.961538,72.0,0.325419,1.0
openai_03752_5849,openai,03752,Daily evolution of gas futures price (€/mwh) (03752),overview_and_main_message,"Although there were small day-to-day fluctuations, the overall pattern is one of low volatility with a slight upward tendency in closing prices by the end of the period",other,,,,"Although there were small day-to-day fluctuations, the overall pattern is one of low volatility with a slight upward tendency in closing prices by the end of the period",low,True,insufficient_data,no_numeric_values_in_claim,"{'table': 'charts.json', 'stats': 'numeric_summary.global_stats'}",13,0,0,71.4,72.3,71.961538,72.0,0.325419,
openai_03752_5850,openai,03752,Daily evolution of gas futures price (€/mwh) (03752),chart_structure,The chart is an open-high-low-close stock chart,other,,,,The chart is an open-high-low-close stock chart,low,True,insufficient_data,no_numeric_values_in_claim,"{'table': 'charts.json', 'stats': 'numeric_summary.global_stats'}",13,0,0,71.4,72.3,71.961538,72.0,0.325419,
openai_03752_5851,openai,03752,Daily evolution of gas futures price (€/mwh) (03752),chart_structure,"For each date, it represents four price values for gas futures: opening price, daily maximum, daily minimum, and closing price, and it also includes trading volume in the underlying data",extreme,max,,,"For each date, it represents four price values for gas futures: opening price, daily maximum, daily minimum, and closing price, and it also includes trading volume in the underlying data",medium,True,insufficient_data,no_numeric_values_in_claim,"{'table': 'charts.json', 'stats': 'numeric_summary.global_stats'}",13,0,0,71.4,72.3,71.961538,72.0,0.325419,
